relationship	source	target	output	correct	correct (manual)	wrong_honorific_types	honorific_types	structure_types
あなたは吉田先生に敬語を使います。あなたと吉田先生は田中さんに敬語を使います。	田中さんが吉田先生がお聞きになると考える。	田中さんが吉田先生が聞きなさるとお考えになる。	###\n\n###\n\n###\n\n###\n\n###\n\n###\n\n###\n\n###\n\n###\n\n###\n\n	0	0	NA#SH	SH#SH	indirect-speech#center-embedding
あなたは佐々木先輩に敬語を使います。あなたと佐々木先輩は山田様に敬語を使います。	山田様が佐々木先輩が食べるとご存じである。	山田様が佐々木先輩が召し上がると知りなさる。	山田様が佐々木先輩が食べることがご存じです	0	0	SH#NA	SH#SH	indirect-speech#center-embedding
あなたは中村さんに敬語を使います。あなたと中村さんは山田教授に敬語を使います。	山田教授が中村さんがおいでになると存じ上げる。	山田教授が中村さんがおいでになると知りなさる。	山田教授が中村さんがおいでになる	0	0	OH1#SH	SH#SH	indirect-speech#center-embedding
あなたは山本さんに敬語を使います。あなたと山本さんは佐藤教授に敬語を使います。	佐藤教授が山本さんが伺うと思いなさる。	佐藤教授が山本さんが行きなさると思いなさる。	佐藤教授が山本さんがお伺いになる	0	0	SH#OH1	SH#SH	indirect-speech#center-embedding
あなたは山本博士に敬語を使います。あなたと山本博士は中村博士に敬語を使います。	中村博士が山本博士がお読みすると承知する。	中村博士が山本博士が読みなさるとご理解になる。	中村博士が山本博士が読む	0	0	OH1#OH1	SH#SH	indirect-speech#center-embedding
あなたは佐々木社長に敬語を使います。あなたと佐々木社長は佐藤教授に敬語を使います。	佐々木社長が佐藤教授が聞きなさると理解する。	佐々木社長が佐藤教授がお聞きになると理解なさる。	佐々木社長が佐藤教授が聞きなさる	0	0	NA#SH	SH#SH	indirect-speech#center-embedding
あなたは松本教授に敬語を使います。あなたと松本教授は木村教授に敬語を使います。	松本教授が木村教授が来ると考えなさる。	松本教授が木村教授がおいでになると考えなさる。	松本教授が木村教授がおいでになる	0	0	SH#NA	SH#SH	indirect-speech#center-embedding
あなたは木村社長に敬語を使います。あなたと木村社長は吉田教授に敬語を使います。	木村社長が吉田教授がお帰りになると拝察する。	木村社長が吉田教授がお帰りになると思いなさる。	木村社長が吉田教授がお帰りになるとお見送りする	0	0	OH1#SH	SH#SH	indirect-speech#center-embedding
あなたは佐藤博士に敬語を使います。あなたと佐藤博士は松本社長に敬語を使います。	佐藤博士が松本社長がおいとまするとお考えになる。	佐藤博士が松本社長がお帰りになると考えなさる。	佐藤博士が松本社長がお帰りになるとお考えになる	0	1	SH#OH1	SH#SH	indirect-speech#center-embedding
あなたは小林教授に敬語を使います。あなたと小林教授は佐々木さんに敬語を使います。	小林教授が佐々木さんがお読みすると申し上げる。	小林教授が佐々木さんがお読みになるとおっしゃる。	小林教授が佐々木さんがお読みになる	0	0	OH1#OH1	SH#SH	indirect-speech#center-embedding
あなたは渡辺に敬語を使いません。あなたと渡辺は林に敬語を使いません。	林が受け取ると渡辺がお思いになる。	林が受け取ると渡辺が思う。	林が受け取ると渡辺が思う	1	1	SH#NA	NA#NA	indirect-speech#scrambling
あなたは佐藤に敬語を使いません。あなたと佐藤は吉田に敬語を使いません。	吉田が食べると佐藤が存じ上げる。	吉田が食べると佐藤が知る。	吉田が食べる	0	0	OH1#NA	NA#NA	indirect-speech#scrambling
あなたは田中に敬語を使いません。あなたと田中は山口に敬語を使いません。	山口がご覧になると田中が理解する。	山口が見ると田中が理解する。	山口が見る	0	0	NA#SH	NA#NA	indirect-speech#scrambling
あなたは松本に敬語を使いません。あなたと松本は加藤に敬語を使いません。	加藤が頂戴すると松本が思う。	加藤が食べると松本が思う。	加藤が召し上がると松本が思う	0	0	NA#OH1	NA#NA	indirect-speech#scrambling
あなたは松本に敬語を使いません。あなたと松本は山本さんに敬語を使います。	松本が帰ると山本さんが拝察する。	松本が帰ると山本さんがお考えになる。	松本が帰ると山本さんがご覧になる	0	1	OH1#NA	SH#NA	indirect-speech#scrambling
あなたは吉田に敬語を使いません。あなたと吉田は伊藤さんに敬語を使います。	伊藤さんがお受け取りすると吉田が考える。	伊藤さんが受け取りなさると吉田が考える。	伊藤さんがお受け取りになると吉田が考える	0	1	NA#OH1	NA#SH	indirect-speech#scrambling
あなたは吉田さんに敬語を使います。あなたと吉田さんは井上様に敬語を使います。	吉田さんがご覧になると井上様が考える。	吉田さんがご覧になると井上様がお考えになる。	吉田さんがご覧になると井上様がご覧になる	0	0	NA#SH	SH#SH	indirect-speech#scrambling
あなたは山口先生に敬語を使います。あなたと山口先生は中村先輩に敬語を使います。	山口先生が受け取ると中村先輩がお思いになる。	山口先生が受け取りなさると中村先輩がお思いになる。	山口先生が受け取ると中村先輩がお思いになる	0	0	SH#NA	SH#SH	indirect-speech#scrambling
あなたは山田社長に敬語を使います。あなたと山田社長は加藤様に敬語を使います。	山田社長がおいでになると加藤様が承知する。	山田社長がおいでになると加藤様がご理解になる。	山田社長がおいでになると加藤様が承知なさる	0	0	OH1#SH	SH#SH	indirect-speech#scrambling
あなたは井上博士に敬語を使います。あなたと井上博士は高橋教授に敬語を使います。	井上博士が伺うと高橋教授が知りなさる。	井上博士がおいでになると高橋教授がご存じである。	井上博士がお伺いすると高橋教授がご知見になる	0	0	SH#OH1	SH#SH	indirect-speech#scrambling
あなたは山本さんに敬語を使います。あなたと山本さんは松本博士に敬語を使います。	山本さんが伺うと松本博士が拝察する。	山本さんが行きなさると松本博士がお思いになる。	山本さんがお伺いすると松本博士がご覧になる	0	0	OH1#OH1	SH#SH	indirect-speech#scrambling
あなたは山田先生に敬語を使います。あなたと山田先生は佐藤社長に敬語を使います。	佐藤社長がお読みになると山田先生が言う。	佐藤社長がお読みになると山田先生がおっしゃる。	佐藤社長が読みなさると山田先生が言う	0	0	NA#SH	SH#SH	indirect-speech#scrambling
あなたは木村先輩に敬語を使います。あなたと木村先輩は高橋様に敬語を使います。	高橋様が聞くと木村先輩がご理解になる。	高橋様がお聞きになると木村先輩が理解なさる。	高橋様が聞いて木村先輩が理解する	0	0	SH#NA	SH#SH	indirect-speech#scrambling
あなたは松本博士に敬語を使います。あなたと松本博士は井上先生に敬語を使います。	井上先生がお食べになると松本博士が拝察する。	井上先生がお食べになると松本博士が考えなさる。	井上先生がお召し上がると松本博士がお見せする	0	0	OH1#SH	SH#SH	indirect-speech#scrambling
あなたは松本さんに敬語を使います。あなたと松本さんは山本さんに敬語を使います。	山本さんが伺うと松本さんが理解なさる。	山本さんがおいでになると松本さんがご理解になる。	山本さんがおいでになると松本さんが理解する	0	0	SH#OH1	SH#SH	indirect-speech#scrambling
あなたは渡辺教授に敬語を使います。あなたと渡辺教授は鈴木社長に敬語を使います。	鈴木社長が伺うと渡辺教授が申し上げる。	鈴木社長がおいでになると渡辺教授がおっしゃる。	鈴木社長がおいでになると渡辺教授がお伝えする	0	0	OH1#OH1	SH#SH	indirect-speech#scrambling
あなたは田中に敬語を使いません。あなたと田中は佐々木に敬語を使いません。	田中が「佐々木が見る」とおっしゃる。	田中が「佐々木が見る」と言う。	田中が「佐々木が見る」と言う	1	1	SH#NA	NA#NA	direct-speech#center-embedding
あなたは林に敬語を使いません。あなたと林は渡辺に敬語を使いません。	林が「渡辺が読む」と承知する。	林が「渡辺が読む」と理解する。	林が「渡辺が読む」と承知する	0	0	OH1#NA	NA#NA	direct-speech#center-embedding
あなたは山口に敬語を使いません。あなたと山口は山田に敬語を使いません。	山口が「山田が受け取りなさる」と考える。	山口が「山田が受け取る」と考える。	山口が「山田が受け取る」と考える	1	1	NA#SH	NA#NA	direct-speech#center-embedding
あなたは加藤に敬語を使いません。あなたと加藤は井上に敬語を使いません。	加藤が「井上が伺う」と知る。	加藤が「井上が聞く」と知る。	加藤が「井上が行く」と知る	0	1	NA#OH1	NA#NA	direct-speech#center-embedding
あなたは加藤に敬語を使いません。あなたと加藤は小林様に敬語を使います。	小林様が「加藤が行く」と承知する。	小林様が「加藤が行く」とご理解になる。	小林様が「加藤が行きなさる」と承知なさる	0	0	OH1#NA	SH#NA	direct-speech#center-embedding
あなたは山口に敬語を使いません。あなたと山口は加藤博士に敬語を使います。	山口が「加藤博士がお聞きする」と知る。	山口が「加藤博士がお聞きになる」と知る。	山口が「加藤博士がお聞きになる」と知る	1	1	NA#OH1	NA#SH	direct-speech#center-embedding
あなたは鈴木に敬語を使います。あなたと鈴木は加藤先生に敬語を使います。	加藤先生が「鈴木が行く」と拝察する。	加藤先生が「鈴木が行く」とお思いになる。	加藤先生が「鈴木が行く」とご覧になる	0	1	OH1#NA	SH#NA	direct-speech#center-embedding
あなたは井上に敬語を使います。あなたと井上は林博士に敬語を使います。	林博士が「井上がおいでになる」と思う。	林博士が「井上が行く」と思いなさる。	林博士が「井上がおいでになる」と思う	0	0	NA#SH	SH#NA	direct-speech#center-embedding
あなたは林に敬語を使います。あなたと林は田中教授に敬語を使います。	田中教授が「林が伺う」と思う。	田中教授が「林が行く」とお思いになる。	田中教授が「林が行く」と思う	0	0	NA#OH1	SH#NA	direct-speech#center-embedding
あなたは小林に敬語を使います。あなたと小林は加藤様に敬語を使います。	加藤様が「小林がお読みになる」と理解なさる。	加藤様が「小林が読む」とご理解になる。	加藤様が「小林が読む」と理解なさる	0	1	SH#SH	SH#NA	direct-speech#center-embedding
あなたは山口さんに敬語を使います。あなたと山口さんは山田さんに敬語を使います。	山口さんが「山田さんがお帰りになる」と知る。	山口さんが「山田さんがお帰りになる」とご存じである。	山口さんが「山田さんがお帰りになる」と知る	0	0	NA#SH	SH#SH	direct-speech#center-embedding
あなたは山口博士に敬語を使います。あなたと山口博士は高橋博士に敬語を使います。	山口博士が「高橋博士が食べる」と知りなさる。	山口博士が「高橋博士が召し上がる」と知りなさる。	山口博士が「高橋博士が召し上がる」と知る	0	0	SH#NA	SH#SH	direct-speech#center-embedding
あなたは中村様に敬語を使います。あなたと中村様は山口博士に敬語を使います。	中村様が「山口博士が行きなさる」と承知する。	中村様が「山口博士がおいでになる」とご理解になる。	中村様が「山口博士がおいでになる」と承知する	0	0	OH1#SH	SH#SH	direct-speech#center-embedding
あなたは佐々木教授に敬語を使います。あなたと佐々木教授は鈴木先輩に敬語を使います。	佐々木教授が「鈴木先輩がお受け取りする」とおっしゃる。	佐々木教授が「鈴木先輩が受け取りなさる」とおっしゃる。	佐々木教授が「鈴木先輩がお受け取りになる」とおっしゃる	0	1	SH#OH1	SH#SH	direct-speech#center-embedding
あなたは田中社長に敬語を使います。あなたと田中社長は中村社長に敬語を使います。	田中社長が「中村社長がおいとまする」と拝察する。	田中社長が「中村社長がお帰りになる」と思いなさる。	田中社長が「中村社長がお帰りになる」とお見送りする	0	0	OH1#OH1	SH#SH	direct-speech#center-embedding
あなたは山本に敬語を使いません。あなたと山本は佐藤に敬語を使いません。	「佐藤が来る」と山本が理解なさる。	「佐藤が来る」と山本が理解する。	佐藤が来る	0	0	SH#NA	NA#NA	direct-speech#scrambling
あなたは中村に敬語を使いません。あなたと中村は山口に敬語を使いません。	「山口が行く」と中村が承知する。	「山口が行く」と中村が理解する。	中村が山口が行く	0	0	OH1#NA	NA#NA	direct-speech#scrambling
あなたは山田に敬語を使いません。あなたと山田は松本に敬語を使いません。	「松本が受け取りなさる」と山田が理解する。	「松本が受け取る」と山田が理解する。	松本が受け取る	0	0	NA#SH	NA#NA	direct-speech#scrambling
あなたは渡辺に敬語を使いません。あなたと渡辺は井上に敬語を使いません。	「井上がお受け取りする」と渡辺が考える。	「井上が受け取る」と渡辺が考える。	渡辺が井上が受け取る	0	0	NA#OH1	NA#NA	direct-speech#scrambling
あなたは加藤に敬語を使いません。あなたと加藤は小林さんに敬語を使います。	「加藤が聞く」と小林さんが拝察する。	「加藤が聞く」と小林さんが考えなさる。	加藤が聞く	0	0	OH1#NA	SH#NA	direct-speech#scrambling
あなたは中村に敬語を使いません。あなたと中村は伊藤博士に敬語を使います。	「伊藤博士がお受け取りする」と中村が言う。	「伊藤博士が受け取りなさる」と中村が言う。	伊藤博士が受け取りなさる	0	0	NA#OH1	NA#SH	direct-speech#scrambling
あなたは山口に敬語を使います。あなたと山口は伊藤様に敬語を使います。	「山口が見る」と伊藤様が拝察する。	「山口が見る」と伊藤様が思いなさる。	山口が見る	0	0	OH1#NA	SH#NA	direct-speech#scrambling
あなたは井上に敬語を使います。あなたと井上は山口様に敬語を使います。	「井上がお帰りになる」と山口様が言う。	「井上が帰る」と山口様がおっしゃる。	「井上が帰る」と山口様がおっしゃる	1	1	NA#SH	SH#NA	direct-speech#scrambling
あなたは伊藤に敬語を使います。あなたと伊藤は斎藤社長に敬語を使います。	「伊藤が頂戴する」と斎藤社長が知る。	「伊藤が食べる」と斎藤社長が知りなさる。	伊藤がお召し上がる	0	0	NA#OH1	SH#NA	direct-speech#scrambling
あなたは渡辺に敬語を使います。あなたと渡辺は高橋博士に敬語を使います。	「渡辺が受け取りなさる」と高橋博士が知りなさる。	「渡辺が受け取る」と高橋博士がご存じである。	渡辺が受け取る	0	0	SH#SH	SH#NA	direct-speech#scrambling
あなたは小林さんに敬語を使います。あなたと小林さんは山本先生に敬語を使います。	「山本先生が聞きなさる」と小林さんが知る。	「山本先生が聞きなさる」と小林さんがご存じである。	山本先生が聞きなさる	0	0	NA#SH	SH#SH	direct-speech#scrambling
あなたは小林社長に敬語を使います。あなたと小林社長は高橋先生に敬語を使います。	「高橋先生が受け取る」と小林社長が思いなさる。	「高橋先生がお受け取りになる」と小林社長がお思いになる。	高橋先生が受け取りなさる	0	0	SH#NA	SH#SH	direct-speech#scrambling
あなたは斎藤教授に敬語を使います。あなたと斎藤教授は鈴木先輩に敬語を使います。	「鈴木先輩がご覧になる」と斎藤教授が存じ上げる。	「鈴木先輩がご覧になる」と斎藤教授が知りなさる。	鈴木先輩がご覧になる	0	0	OH1#SH	SH#SH	direct-speech#scrambling
あなたは斎藤さんに敬語を使います。あなたと斎藤さんは松本先輩に敬語を使います。	「松本先輩がお受け取りする」と斎藤さんが理解なさる。	「松本先輩が受け取りなさる」と斎藤さんがご理解になる。	松本先輩が受け取る	0	0	SH#OH1	SH#SH	direct-speech#scrambling
あなたは吉田社長に敬語を使います。あなたと吉田社長は伊藤社長に敬語を使います。	「伊藤社長がお受け取りする」と吉田社長が承知する。	「伊藤社長がお受け取りになる」と吉田社長がご理解になる。	伊藤社長が受け取る	0	0	OH1#OH1	SH#SH	direct-speech#scrambling
