relationship	source	target	output	correct (manual)	structure_types	wrong_honorific_types	honorific_types
あなたは佐々木様に敬語を使います。あなたと佐々木様は松本教授に敬語を使います。	佐々木様を松本教授がお見送りする。	佐々木様を松本教授が見送りなさる。	佐々木様を松本教授がお見送りいただきます	0	scrambling#	OH1#	SH#
あなたは佐々木博士に敬語を使います。あなたと佐々木博士は伊藤先輩に敬語を使います。	伊藤先輩を佐々木博士がご紹介になる。	伊藤先輩を佐々木博士がご紹介する。	伊藤先輩を佐々木博士がご紹介される	0	scrambling#	SH#	OH1#
あなたは田中に敬語を使いません。あなたと田中は鈴木に敬語を使いません。	田中が鈴木が行くとご存じである。	田中が鈴木が行くと知る。	田中さんが鈴木さんが行くとご存じです	0	indirect-speech#center-embedding	SH#	NA#NA
あなたは吉田に敬語を使いません。あなたと吉田は林に敬語を使いません。	吉田が林が食べるとご存じである。	吉田が林が食べると知る。	吉田さんと林さんが食べることをご存じです	0	indirect-speech#center-embedding	SH#	NA#NA
あなたは佐々木に敬語を使いません。あなたと佐々木は吉田様に敬語を使います。	吉田様が佐々木が来ると拝察する。	吉田様が佐々木が来ると考えなさる。	吉田様が佐々木さんが来ると拝察される	0	indirect-speech#center-embedding	OH1#NA	SH#NA
あなたは佐々木に敬語を使いません。あなたと佐々木は加藤先生に敬語を使います。	佐々木が加藤先生がお読みすると思う。	佐々木が加藤先生がお読みになると思う。	佐々木が加藤先生にお読みいただけると思います	0	indirect-speech#center-embedding	NA#OH1	NA#SH
あなたは吉田先生に敬語を使います。あなたと吉田先生は田中さんに敬語を使います。	田中さんが吉田先生がお聞きになると考える。	田中さんが吉田先生が聞きなさるとお考えになる。	田中さんが吉田先生にお聞きになると考える	0	indirect-speech#center-embedding	NA#SH	SH#SH
あなたは佐々木先輩に敬語を使います。あなたと佐々木先輩は山田様に敬語を使います。	山田様が佐々木先輩が食べるとご存じである。	山田様が佐々木先輩が召し上がると知りなさる。	山田様が佐々木さんが食べることをご存じですか	0	indirect-speech#center-embedding	SH#NA	SH#SH
あなたは中村さんに敬語を使います。あなたと中村さんは山田教授に敬語を使います。	山田教授が中村さんがおいでになると存じ上げる。	山田教授が中村さんがおいでになると知りなさる。	中村さんがお越しになることを、山田教授は喜ばれると存じ上げます	0	indirect-speech#center-embedding	OH1#SH	SH#SH
あなたは山本さんに敬語を使います。あなたと山本さんは佐藤教授に敬語を使います。	佐藤教授が山本さんが伺うと思いなさる。	佐藤教授が山本さんが行きなさると思いなさる。	佐藤教授が山本さんに伺っておられると思いなさいます	0	indirect-speech#center-embedding	SH#OH1	SH#SH
あなたは山本博士に敬語を使います。あなたと山本博士は中村博士に敬語を使います。	中村博士が山本博士がお読みすると承知する。	中村博士が山本博士が読みなさるとご理解になる。	中村博士が山本博士にお読みいただくことを承知します	0	indirect-speech#center-embedding	OH1#OH1	SH#SH
あなたは佐々木社長に敬語を使います。あなたと佐々木社長は佐藤教授に敬語を使います。	佐々木社長が佐藤教授が聞きなさると理解する。	佐々木社長が佐藤教授がお聞きになると理解なさる。	佐々木社長は佐藤教授が聞き取ることを理解されると思います	0	indirect-speech#center-embedding	NA#SH	SH#SH
あなたは松本教授に敬語を使います。あなたと松本教授は木村教授に敬語を使います。	松本教授が木村教授が来ると考えなさる。	松本教授が木村教授がおいでになると考えなさる。	松本教授が木村教授が来られると考えられる	0	indirect-speech#center-embedding	SH#NA	SH#SH
あなたは木村社長に敬語を使います。あなたと木村社長は吉田教授に敬語を使います。	木村社長が吉田教授がお帰りになると拝察する。	木村社長が吉田教授がお帰りになると思いなさる。	木村社長が吉田教授がお帰りになられると拝察いたします	0	indirect-speech#center-embedding	OH1#SH	SH#SH
あなたは佐藤博士に敬語を使います。あなたと佐藤博士は松本社長に敬語を使います。	佐藤博士が松本社長がおいとまするとお考えになる。	佐藤博士が松本社長がお帰りになると考えなさる。	佐藤博士が松本社長がおいとまされるとお考えになる	0	indirect-speech#center-embedding	SH#OH1	SH#SH
あなたは小林教授に敬語を使います。あなたと小林教授は佐々木さんに敬語を使います。	小林教授が佐々木さんがお読みすると申し上げる。	小林教授が佐々木さんがお読みになるとおっしゃる。	小林教授が佐々木さんにお読みいただくと申し上げます	0	indirect-speech#center-embedding	OH1#OH1	SH#SH
あなたは渡辺に敬語を使いません。あなたと渡辺は林に敬語を使いません。	林が受け取ると渡辺がお思いになる。	林が受け取ると渡辺が思う。	林が受け取ってくださると、渡辺様がお思いになるでしょう	0	indirect-speech#scrambling	SH#NA	NA#NA
あなたは佐藤に敬語を使いません。あなたと佐藤は吉田に敬語を使いません。	吉田が食べると佐藤が存じ上げる。	吉田が食べると佐藤が知る。	吉田が食べると佐藤さんがご存知ですか	0	indirect-speech#scrambling	OH1#NA	NA#NA
あなたは田中に敬語を使いません。あなたと田中は山口に敬語を使いません。	山口がご覧になると田中が理解する。	山口が見ると田中が理解する。	山口様がご覧になると、田中さんが理解されると思います	0	indirect-speech#scrambling	NA#SH	NA#NA
あなたは松本に敬語を使いません。あなたと松本は加藤に敬語を使いません。	加藤が頂戴すると松本が思う。	加藤が食べると松本が思う。	加藤には松本が思うように頂戴していただきたいと思います	0	indirect-speech#scrambling	NA#OH1	NA#NA
あなたは松本に敬語を使いません。あなたと松本は山本さんに敬語を使います。	松本が帰ると山本さんが拝察する。	松本が帰ると山本さんがお考えになる。	松本が帰ると、山本さんがご拝察される	0	indirect-speech#scrambling	OH1#NA	SH#NA
あなたは吉田に敬語を使いません。あなたと吉田は伊藤さんに敬語を使います。	伊藤さんがお受け取りすると吉田が考える。	伊藤さんが受け取りなさると吉田が考える。	伊藤さんがお受け取りいただくと、吉田様が考えられます	0	indirect-speech#scrambling	NA#OH1	NA#SH
あなたは吉田さんに敬語を使います。あなたと吉田さんは井上様に敬語を使います。	吉田さんがご覧になると井上様が考える。	吉田さんがご覧になると井上様がお考えになる。	吉田さんがご覧になられると、井上様がお考えになられると思います	0	indirect-speech#scrambling	NA#SH	SH#SH
あなたは山口先生に敬語を使います。あなたと山口先生は中村先輩に敬語を使います。	山口先生が受け取ると中村先輩がお思いになる。	山口先生が受け取りなさると中村先輩がお思いになる。	山口先生が受け取ると、中村先輩がお思いになるでしょう	0	indirect-speech#scrambling	SH#NA	SH#SH
あなたは山田社長に敬語を使います。あなたと山田社長は加藤様に敬語を使います。	山田社長がおいでになると加藤様が承知する。	山田社長がおいでになると加藤様がご理解になる。	山田社長がお越しになると、加藤様がご承知いただきます	0	indirect-speech#scrambling	OH1#SH	SH#SH
あなたは井上博士に敬語を使います。あなたと井上博士は高橋教授に敬語を使います。	井上博士が伺うと高橋教授が知りなさる。	井上博士がおいでになると高橋教授がご存じである。	井上博士が伺ったと高橋教授が知らされる	0	indirect-speech#scrambling	SH#OH1	SH#SH
あなたは山本さんに敬語を使います。あなたと山本さんは松本博士に敬語を使います。	山本さんが伺うと松本博士が拝察する。	山本さんが行きなさると松本博士がお思いになる。	山本さんが伺ったところ、松本博士が拝察されました	0	indirect-speech#scrambling	OH1#OH1	SH#SH
あなたは山田先生に敬語を使います。あなたと山田先生は佐藤社長に敬語を使います。	佐藤社長がお読みになると山田先生が言う。	佐藤社長がお読みになると山田先生がおっしゃる。	佐藤社長にお読みになると、山田先生がおっしゃいます	0	indirect-speech#scrambling	NA#SH	SH#SH
あなたは木村先輩に敬語を使います。あなたと木村先輩は高橋様に敬語を使います。	高橋様が聞くと木村先輩がご理解になる。	高橋様がお聞きになると木村先輩が理解なさる。	高橋様が聞かれると木村先輩がご理解いただけると思います	0	indirect-speech#scrambling	SH#NA	SH#SH
あなたは松本博士に敬語を使います。あなたと松本博士は井上先生に敬語を使います。	井上先生がお食べになると松本博士が拝察する。	井上先生がお食べになると松本博士が考えなさる。	井上先生がお食べになられると、松本博士がお拝察させていただきます	0	indirect-speech#scrambling	OH1#SH	SH#SH
あなたは松本さんに敬語を使います。あなたと松本さんは山本さんに敬語を使います。	山本さんが伺うと松本さんが理解なさる。	山本さんがおいでになると松本さんがご理解になる。	山本さんが伺ったと松本さんが理解してくださる	0	indirect-speech#scrambling	SH#OH1	SH#SH
あなたは渡辺教授に敬語を使います。あなたと渡辺教授は鈴木社長に敬語を使います。	鈴木社長が伺うと渡辺教授が申し上げる。	鈴木社長がおいでになると渡辺教授がおっしゃる。	渡辺教授が鈴木社長に申し上げます	0	indirect-speech#scrambling	OH1#OH1	SH#SH
あなたは田中に敬語を使いません。あなたと田中は佐々木に敬語を使いません。	田中が「佐々木が見る」とおっしゃる。	田中が「佐々木が見る」と言う。	佐々木が見られる、とおっしゃる	0	direct-speech#center-embedding	SH#NA	NA#NA
あなたは林に敬語を使いません。あなたと林は渡辺に敬語を使いません。	林が「渡辺が読む」と承知する。	林が「渡辺が読む」と理解する。	林が「渡辺さんが読まれる」と承知される	0	direct-speech#center-embedding	OH1#NA	NA#NA
あなたは山口に敬語を使いません。あなたと山口は山田に敬語を使いません。	山口が「山田が受け取りなさる」と考える。	山口が「山田が受け取る」と考える。	山口が「山田が受け取ってくださる」と考える	0	direct-speech#center-embedding	NA#SH	NA#NA
あなたは加藤に敬語を使いません。あなたと加藤は井上に敬語を使いません。	加藤が「井上が伺う」と知る。	加藤が「井上が聞く」と知る。	加藤が「井上さんがお伺いした」と知る	0	direct-speech#center-embedding	NA#OH1	NA#NA
あなたは加藤に敬語を使いません。あなたと加藤は小林様に敬語を使います。	小林様が「加藤が行く」と承知する。	小林様が「加藤が行く」とご理解になる。	小林様が「加藤さんが行く」と承知されました	0	direct-speech#center-embedding	OH1#NA	SH#NA
あなたは山口に敬語を使いません。あなたと山口は加藤博士に敬語を使います。	山口が「加藤博士がお聞きする」と知る。	山口が「加藤博士がお聞きになる」と知る。	山口が「加藤博士にお聞きします」と知る	0	direct-speech#center-embedding	NA#OH1	NA#SH
あなたは鈴木に敬語を使います。あなたと鈴木は加藤先生に敬語を使います。	加藤先生が「鈴木が行く」と拝察する。	加藤先生が「鈴木が行く」とお思いになる。	加藤先生が「鈴木さんが行く」と拝察される	0	direct-speech#center-embedding	OH1#NA	SH#NA
あなたは井上に敬語を使います。あなたと井上は林博士に敬語を使います。	林博士が「井上がおいでになる」と思う。	林博士が「井上が行く」と思いなさる。	井上さんがお越しになると思います	0	direct-speech#center-embedding	NA#SH	SH#NA
あなたは林に敬語を使います。あなたと林は田中教授に敬語を使います。	田中教授が「林が伺う」と思う。	田中教授が「林が行く」とお思いになる。	林がお伺いします	0	direct-speech#center-embedding	NA#OH1	SH#NA
あなたは小林に敬語を使います。あなたと小林は加藤様に敬語を使います。	加藤様が「小林がお読みになる」と理解なさる。	加藤様が「小林が読む」とご理解になる。	加藤様が「小林さんがお読みになられる」と理解なさった	0	direct-speech#center-embedding	SH#SH	SH#NA
あなたは山口さんに敬語を使います。あなたと山口さんは山田さんに敬語を使います。	山口さんが「山田さんがお帰りになる」と知る。	山口さんが「山田さんがお帰りになる」とご存じである。	山口さんが「山田さんがお帰りになられる」と知らされました	0	direct-speech#center-embedding	NA#SH	SH#SH
あなたは山口博士に敬語を使います。あなたと山口博士は高橋博士に敬語を使います。	山口博士が「高橋博士が食べる」と知りなさる。	山口博士が「高橋博士が召し上がる」と知りなさる。	山口博士が「高橋博士が食べられる」と知らされる	0	direct-speech#center-embedding	SH#NA	SH#SH
あなたは中村様に敬語を使います。あなたと中村様は山口博士に敬語を使います。	中村様が「山口博士が行きなさる」と承知する。	中村様が「山口博士がおいでになる」とご理解になる。	中村様が「山口博士が行かれる」と承知しました	0	direct-speech#center-embedding	OH1#SH	SH#SH
あなたは佐々木教授に敬語を使います。あなたと佐々木教授は鈴木先輩に敬語を使います。	佐々木教授が「鈴木先輩がお受け取りする」とおっしゃる。	佐々木教授が「鈴木先輩が受け取りなさる」とおっしゃる。	佐々木教授が「鈴木先輩にお受け取りいただく」とおっしゃる	1	direct-speech#center-embedding	SH#OH1	SH#SH
あなたは田中社長に敬語を使います。あなたと田中社長は中村社長に敬語を使います。	田中社長が「中村社長がおいとまする」と拝察する。	田中社長が「中村社長がお帰りになる」と思いなさる。	田中社長が「中村社長がお帰りなさいます」と拝察します	0	direct-speech#center-embedding	OH1#OH1	SH#SH
あなたは山本に敬語を使いません。あなたと山本は佐藤に敬語を使いません。	「佐藤が来る」と山本が理解なさる。	「佐藤が来る」と山本が理解する。	「佐藤さんが来られる」と山本さんが理解なさった	0	direct-speech#scrambling	SH#NA	NA#NA
あなたは中村に敬語を使いません。あなたと中村は山口に敬語を使いません。	「山口が行く」と中村が承知する。	「山口が行く」と中村が理解する。	「山口が行く」と中村が承諾しました	0	direct-speech#scrambling	OH1#NA	NA#NA
あなたは山田に敬語を使いません。あなたと山田は松本に敬語を使いません。	「松本が受け取りなさる」と山田が理解する。	「松本が受け取る」と山田が理解する。	「松本さんが受け取られる」と山田さんが理解される	0	direct-speech#scrambling	NA#SH	NA#NA
あなたは渡辺に敬語を使いません。あなたと渡辺は井上に敬語を使いません。	「井上がお受け取りする」と渡辺が考える。	「井上が受け取る」と渡辺が考える。	「井上さんがお受け取りいただく」と渡辺さんが考える	0	direct-speech#scrambling	NA#OH1	NA#NA
あなたは加藤に敬語を使いません。あなたと加藤は小林さんに敬語を使います。	「加藤が聞く」と小林さんが拝察する。	「加藤が聞く」と小林さんが考えなさる。	「加藤さんが聞かれる」と小林さんが拝察される	0	direct-speech#scrambling	OH1#NA	SH#NA
あなたは中村に敬語を使いません。あなたと中村は伊藤博士に敬語を使います。	「伊藤博士がお受け取りする」と中村が言う。	「伊藤博士が受け取りなさる」と中村が言う。	「伊藤博士にお受け取りいただきます」と中村が言いました	1	direct-speech#scrambling	NA#OH1	NA#SH
あなたは山口に敬語を使います。あなたと山口は伊藤様に敬語を使います。	「山口が見る」と伊藤様が拝察する。	「山口が見る」と伊藤様が思いなさる。	「山口が見る」と伊藤様がご覧になる	1	direct-speech#scrambling	OH1#NA	SH#NA
あなたは井上に敬語を使います。あなたと井上は山口様に敬語を使います。	「井上がお帰りになる」と山口様が言う。	「井上が帰る」と山口様がおっしゃる。	「井上さんがお帰りになられる」と山口様が言われました	0	direct-speech#scrambling	NA#SH	SH#NA
あなたは伊藤に敬語を使います。あなたと伊藤は斎藤社長に敬語を使います。	「伊藤が頂戴する」と斎藤社長が知る。	「伊藤が食べる」と斎藤社長が知りなさる。	伊藤が頂いていると斎藤社長にお知らせします	0	direct-speech#scrambling	NA#OH1	SH#NA
あなたは渡辺に敬語を使います。あなたと渡辺は高橋博士に敬語を使います。	「渡辺が受け取りなさる」と高橋博士が知りなさる。	「渡辺が受け取る」と高橋博士がご存じである。	「渡辺さんが受け取られる」と高橋博士にお知らせいたします	0	direct-speech#scrambling	SH#SH	SH#NA
あなたは小林さんに敬語を使います。あなたと小林さんは山本先生に敬語を使います。	「山本先生が聞きなさる」と小林さんが知る。	「山本先生が聞きなさる」と小林さんがご存じである。	「山本先生が聞き取られる」と小林さんが知っています	0	direct-speech#scrambling	NA#SH	SH#SH
あなたは小林社長に敬語を使います。あなたと小林社長は高橋先生に敬語を使います。	「高橋先生が受け取る」と小林社長が思いなさる。	「高橋先生がお受け取りになる」と小林社長がお思いになる。	「高橋先生が受け取られる」と小林社長が思われる	1	direct-speech#scrambling	SH#NA	SH#SH
あなたは斎藤教授に敬語を使います。あなたと斎藤教授は鈴木先輩に敬語を使います。	「鈴木先輩がご覧になる」と斎藤教授が存じ上げる。	「鈴木先輩がご覧になる」と斎藤教授が知りなさる。	「鈴木先輩がご覧になられる」と斎藤教授が存じ上げられる	1	direct-speech#scrambling	OH1#SH	SH#SH
あなたは斎藤さんに敬語を使います。あなたと斎藤さんは松本先輩に敬語を使います。	「松本先輩がお受け取りする」と斎藤さんが理解なさる。	「松本先輩が受け取りなさる」と斎藤さんがご理解になる。	「松本先輩にお受け取りいただく」と斎藤さんが理解される	1	direct-speech#scrambling	SH#OH1	SH#SH
あなたは吉田社長に敬語を使います。あなたと吉田社長は伊藤社長に敬語を使います。	「伊藤社長がお受け取りする」と吉田社長が承知する。	「伊藤社長がお受け取りになる」と吉田社長がご理解になる。	「伊藤社長にお受け取りいただきます」と吉田社長が承知いただきま	0	direct-speech#scrambling	OH1#OH1	SH#SH
